Repo,Folder Path,Has Docker,Port,PoC Logic,Show Description,Vulnerabilities,Origin URL
yt-dlp,local_repos/yt-dlp,Yes,,"RCE, Header Injection","This repository provides lfi/rfi, header injection, rce proof-of-concept with Docker deployment demonstrating web-based attack vectors.","['LFI/RFI', 'Header Injection', 'RCE', 'SQL Injection', 'Deserialization', 'Path Traversal', 'SSRF', 'XSS']",https://github.com/yt-dlp/yt-dlp
teleport,local_repos/teleport,Yes,,RCE,"This repository provides rce, xss, ssrf proof-of-concept with Docker deployment demonstrating web-based attack vectors.","['RCE', 'XSS', 'SSRF', 'SQL Injection', 'Header Injection', 'LFI/RFI', 'Path Traversal', 'Deserialization']",https://github.com/tp4a/teleport
frida-snippets,local_repos/frida-snippets,No,,"RCE, SQL Injection","This repository provides rce, lfi/rfi, path traversal proof-of-concept demonstrating web-based attack vectors.","['RCE', 'LFI/RFI', 'Path Traversal']",https://github.com/iddoeldor/frida-snippets
SqlChecker,local_repos/SqlChecker,No,,SQL Injection,"This repository provides ssrf, sql injection proof-of-concept demonstrating web-based attack vectors.","['SSRF', 'SQL Injection']",https://github.com/lufeirider/SqlChecker
conpot,local_repos/conpot,Yes,161,RCE,"This repository provides xss, header injection, sql injection proof-of-concept with Docker deployment on port 161 demonstrating web-based attack vectors.","['XSS', 'Header Injection', 'SQL Injection', 'SSRF', 'LFI/RFI', 'Path Traversal', 'RCE']",https://github.com/mushorg/conpot
secure_headers,local_repos/secure_headers,No,,"RCE, XSS","This repository provides header injection, lfi/rfi, xss proof-of-concept demonstrating web-based attack vectors.","['Header Injection', 'LFI/RFI', 'XSS', 'SQL Injection']",https://github.com/github/secure_headers.git
ApkVulCheck,local_repos/ApkVulCheck,No,,RCE,"This repository provides rce, lfi/rfi, path traversal proof-of-concept demonstrating web-based attack vectors.","['RCE', 'LFI/RFI', 'Path Traversal', 'SSRF']",https://github.com/zsdlove/ApkVulCheck
DataVistual,local_repos/DataVistual,No,,XSS,"This repository provides lfi/rfi, path traversal, header injection proof-of-concept demonstrating web-based attack vectors.","['LFI/RFI', 'Path Traversal', 'Header Injection', 'XSS']",https://github.com/ycosine/DataVistual
odin,local_repos/odin,No,,SSRF,This repository provides ssrf proof-of-concept demonstrating web-based attack vectors.,['SSRF'],https://github.com/Hamza-Megahed/odin
RedisJSON,local_repos/RedisJSON,Yes,,RCE,"This repository provides rce, lfi/rfi, path traversal proof-of-concept with Docker deployment demonstrating web-based attack vectors.","['RCE', 'LFI/RFI', 'Path Traversal', 'Header Injection']",https://github.com/RedisJSON/RedisJSON
OldMirrorsFrontend,local_repos/OldMirrorsFrontend,No,,RCE,"This repository provides xss, rce, sql injection proof-of-concept demonstrating web-based attack vectors.","['XSS', 'RCE', 'SQL Injection', 'Header Injection']",https://github.com/ZJU-NewMirrors/OldMirrorsFrontend
API-Security,local_repos/API-Security,Yes,9,RCE,"This repository provides lfi/rfi, rce, path traversal proof-of-concept with Docker deployment on port 9 demonstrating web-based attack vectors.","['LFI/RFI', 'RCE', 'Path Traversal', 'SSRF', 'Header Injection']",https://github.com/OWASP/API-Security
Subra,local_repos/Subra,No,,RCE,"This repository provides rce, xss proof-of-concept demonstrating web-based attack vectors.","['RCE', 'XSS']",https://github.com/si9int/Subra
joaomatosf_jexboss,local_repos/joaomatosf_jexboss,No,,"RCE, Deserialization","This repository provides header injection, rce, path traversal proof-of-concept demonstrating web-based attack vectors.","['Header Injection', 'RCE', 'Path Traversal', 'SQL Injection', 'LFI/RFI']",https://github.com/joaomatosf/jexboss
prompty,local_repos/prompty,Yes,,RCE,"This repository provides lfi/rfi, deserialization, rce proof-of-concept with Docker deployment demonstrating web-based attack vectors.","['LFI/RFI', 'Deserialization', 'RCE', 'Header Injection', 'SQL Injection', 'Path Traversal', 'XSS', 'SSRF']",https://github.com/microsoft/prompty
nutz,local_repos/nutz,No,,RCE,"This repository provides lfi/rfi, xss, header injection proof-of-concept demonstrating web-based attack vectors.","['LFI/RFI', 'XSS', 'Header Injection', 'RCE', 'SQL Injection', 'Path Traversal', 'SSRF', 'Deserialization']",https://github.com/nutzam/nutz
SpringBoot-Scan,local_repos/SpringBoot-Scan,No,,RCE,"This repository provides ssrf, xss, rce proof-of-concept demonstrating web-based attack vectors.","['SSRF', 'XSS', 'RCE', 'LFI/RFI', 'Path Traversal']",https://github.com/AabyssZG/SpringBoot-Scan
leek-fund,local_repos/leek-fund,No,,RCE,"This repository provides lfi/rfi, xss, header injection proof-of-concept demonstrating web-based attack vectors.","['LFI/RFI', 'XSS', 'Header Injection', 'SSRF', 'Path Traversal', 'RCE']",https://github.com/LeekHub/leek-fund
JNDI-Injection-Bypass,local_repos/JNDI-Injection-Bypass,No,,RCE,"This repository provides xss, rce proof-of-concept demonstrating web-based attack vectors.","['XSS', 'RCE']",https://github.com/welk1n/JNDI-Injection-Bypass
infiniflow_ragflow,local_repos/infiniflow_ragflow,Yes,,"RCE, RFI","This repository provides ssrf, rce, deserialization proof-of-concept with Docker deployment demonstrating web-based attack vectors.","['SSRF', 'RCE', 'Deserialization', 'LFI/RFI', 'SQL Injection', 'XSS', 'Header Injection', 'Path Traversal']",https://github.com/infiniflow/ragflow
go-gin-vul,local_repos/go-gin-vul,Yes,8080,"RCE, XSS","This repository provides ssrf, sql injection, rce proof-of-concept with Docker deployment on port 8080 demonstrating web-based attack vectors.","['SSRF', 'SQL Injection', 'RCE', 'LFI/RFI', 'Path Traversal', 'Header Injection']",https://github.com/godzeo/go-gin-vul
scantron,local_repos/scantron,No,,RCE,"This repository provides rce, sql injection, lfi/rfi proof-of-concept demonstrating web-based attack vectors.","['RCE', 'SQL Injection', 'LFI/RFI', 'SSRF', 'XSS', 'Header Injection', 'Path Traversal', 'Deserialization']",https://github.com/opsdisk/scantron
vulbase,local_repos/vulbase,Yes,80,RCE,"This repository provides rce, xss, ssrf proof-of-concept with Docker deployment on port 80 demonstrating web-based attack vectors.","['RCE', 'XSS', 'SSRF', 'LFI/RFI', 'Path Traversal', 'Header Injection', 'SQL Injection', 'Deserialization']",https://github.com/cckuailong/vulbase
assetnote_kiterunner,local_repos/assetnote_kiterunner,No,,RCE,"This repository provides header injection, ssrf, lfi/rfi proof-of-concept demonstrating web-based attack vectors.","['Header Injection', 'SSRF', 'LFI/RFI', 'SQL Injection', 'Path Traversal', 'RCE']",https://github.com/assetnote/kiterunner
dbarzin_mercator,local_repos/dbarzin_mercator,Yes,8080,"RCE, SQL Injection","This repository provides ssrf, rce, lfi/rfi proof-of-concept with Docker deployment on port 8080 demonstrating web-based attack vectors.","['SSRF', 'RCE', 'LFI/RFI', 'SQL Injection', 'Path Traversal', 'Header Injection', 'XSS', 'Deserialization']",https://github.com/dbarzin/mercator
agenticSeek,local_repos/agenticSeek,Yes,7777,RCE,"This repository provides ssrf, rce, sql injection proof-of-concept with Docker deployment on port 7777 demonstrating web-based attack vectors.","['SSRF', 'RCE', 'SQL Injection', 'LFI/RFI', 'Path Traversal', 'XSS']",https://github.com/Fosowl/agenticSeek
internalblue,local_repos/internalblue,No,,RCE,"This repository provides lfi/rfi, path traversal, sql injection proof-of-concept demonstrating web-based attack vectors.","['LFI/RFI', 'Path Traversal', 'SQL Injection', 'Header Injection', 'RCE']",https://github.com/seemoo-lab/internalblue
Te-k_flexidie,local_repos/Te-k_flexidie,No,,RCE,"This repository provides rce, lfi/rfi, path traversal proof-of-concept demonstrating web-based attack vectors.","['RCE', 'LFI/RFI', 'Path Traversal', 'XSS', 'Header Injection', 'SQL Injection', 'Deserialization']",https://github.com/Te-k/flexidie
Github-Monitor,local_repos/Github-Monitor,Yes,8,SQL Injection,"This repository provides ssrf, lfi/rfi, path traversal proof-of-concept with Docker deployment on port 8 demonstrating web-based attack vectors.","['SSRF', 'LFI/RFI', 'Path Traversal', 'XSS', 'SQL Injection', 'Header Injection', 'RCE']",https://github.com/VKSRC/Github-Monitor
0ang3el_aem-hacker,local_repos/0ang3el_aem-hacker,Yes,,"RCE, XSS","This repository provides sql injection, xss, rce proof-of-concept with Docker deployment demonstrating web-based attack vectors.","['SQL Injection', 'XSS', 'RCE', 'Path Traversal', 'Header Injection', 'SSRF']",https://github.com/0ang3el/aem-hacker
osxcollector,local_repos/osxcollector,No,,"RCE, SQL Injection","This repository provides sql injection, header injection, lfi/rfi proof-of-concept demonstrating web-based attack vectors.","['SQL Injection', 'Header Injection', 'LFI/RFI']",https://github.com/Yelp/osxcollector
go-gin-api,local_repos/go-gin-api,Yes,9999/tcp,RCE,"This repository provides ssrf, header injection, xss proof-of-concept with Docker deployment on port 9999/tcp demonstrating web-based attack vectors.","['SSRF', 'Header Injection', 'XSS', 'SQL Injection', 'LFI/RFI', 'RCE']",https://github.com/xinliangnote/go-gin-api
jeb-samplecode,local_repos/jeb-samplecode,No,,RCE,"This repository provides rce, header injection, lfi/rfi proof-of-concept demonstrating web-based attack vectors.","['RCE', 'Header Injection', 'LFI/RFI', 'SSRF', 'XSS', 'Path Traversal']",https://github.com/pnfsoftware/jeb-samplecode
munki,local_repos/munki,No,,RCE,"This repository provides xss, rce, lfi/rfi proof-of-concept demonstrating web-based attack vectors.","['XSS', 'RCE', 'LFI/RFI', 'SQL Injection', 'Path Traversal', 'SSRF', 'Header Injection']",https://github.com/munki/munki
filestash,local_repos/filestash,Yes,,"RCE, SQL Injection","This repository provides rce, ssrf, header injection proof-of-concept with Docker deployment demonstrating web-based attack vectors.","['RCE', 'SSRF', 'Header Injection', 'SQL Injection', 'LFI/RFI', 'Path Traversal', 'XSS']",https://github.com/mickael-kerjean/filestash
broken-link-checker,local_repos/broken-link-checker,No,,RCE,"This repository provides xss, lfi/rfi, path traversal proof-of-concept demonstrating web-based attack vectors.","['XSS', 'LFI/RFI', 'Path Traversal', 'RCE', 'Header Injection']",https://github.com/stevenvachon/broken-link-checker
x-render,local_repos/x-render,No,,SQL Injection,"This repository provides lfi/rfi, xss, path traversal proof-of-concept demonstrating web-based attack vectors.","['LFI/RFI', 'XSS', 'Path Traversal', 'SQL Injection']",https://github.com/alibaba/x-render
tenet,local_repos/tenet,No,,RCE,"This repository provides lfi/rfi, sql injection, ssrf proof-of-concept demonstrating web-based attack vectors.","['LFI/RFI', 'SQL Injection', 'SSRF', 'Path Traversal', 'Header Injection']",https://github.com/gaasedelen/tenet
ohmyzsh,local_repos/ohmyzsh,No,,RCE,"This repository provides rce, lfi/rfi, path traversal proof-of-concept demonstrating web-based attack vectors.","['RCE', 'LFI/RFI', 'Path Traversal', 'SQL Injection', 'SSRF']",https://github.com/ohmyzsh/ohmyzsh
nbonamy_witsy,local_repos/nbonamy_witsy,No,,SQL Injection,"This repository provides lfi/rfi, rce, xss proof-of-concept demonstrating web-based attack vectors.","['LFI/RFI', 'RCE', 'XSS', 'SSRF', 'Header Injection', 'Path Traversal']",https://github.com/nbonamy/witsy
godnslog,local_repos/godnslog,Yes,53/TCP,"RCE, RFI","This repository provides rce, xss, sql injection proof-of-concept with Docker deployment on port 53/TCP demonstrating web-based attack vectors.","['RCE', 'XSS', 'SQL Injection', 'SSRF', 'Header Injection', 'LFI/RFI', 'Path Traversal']",https://github.com/chennqqi/godnslog
nginx_swagger,local_repos/nginx_swagger,Yes,8443,XSS,"This repository provides sql injection, xss, lfi/rfi proof-of-concept with Docker deployment on port 8443 demonstrating web-based attack vectors.","['SQL Injection', 'XSS', 'LFI/RFI', 'Path Traversal']",https://github.com/coffeehb/nginx_swagger
gau,local_repos/gau,Yes,,RCE,This repository provides lfi/rfi proof-of-concept with Docker deployment demonstrating web-based attack vectors.,['LFI/RFI'],https://github.com/lc/gau
edex-ui,local_repos/edex-ui,No,,RCE,"This repository provides lfi/rfi, rce, xss proof-of-concept demonstrating web-based attack vectors.","['LFI/RFI', 'RCE', 'XSS', 'Path Traversal', 'Header Injection']",https://github.com/GitSquared/edex-ui
gopoc,local_repos/gopoc,No,,RCE,"This repository provides rce, lfi/rfi, ssrf proof-of-concept demonstrating web-based attack vectors.","['RCE', 'LFI/RFI', 'SSRF', 'XSS']",https://github.com/jjf012/gopoc
ka1n4t_CVE-2020-17530,local_repos/ka1n4t_CVE-2020-17530,No,,RCE,"This repository provides rce, ssrf proof-of-concept demonstrating web-based attack vectors.","['RCE', 'SSRF']",https://github.com/ka1n4t/CVE-2020-17530
boy-hack_w8fuckcdn,local_repos/boy-hack_w8fuckcdn,No,,RFI,"This repository provides rce, lfi/rfi, sql injection proof-of-concept demonstrating web-based attack vectors.","['RCE', 'LFI/RFI', 'SQL Injection']",https://github.com/boy-hack/w8fuckcdn
TardC_fofadump,local_repos/TardC_fofadump,No,,LFI/RFI,This repository provides lfi/rfi proof-of-concept demonstrating web-based attack vectors.,['LFI/RFI'],https://github.com/TardC/fofadump
angelwhu_jvm-rasp,local_repos/angelwhu_jvm-rasp,No,,"RCE, SQL Injection","This repository provides xss, deserialization, header injection proof-of-concept demonstrating web-based attack vectors.","['XSS', 'Deserialization', 'Header Injection', 'RCE', 'LFI/RFI']",https://github.com/angelwhu/jvm-rasp
autoflow,local_repos/autoflow,Yes,4,RCE,"This repository provides rce, ssrf, xss proof-of-concept with Docker deployment on port 4 demonstrating web-based attack vectors.","['RCE', 'SSRF', 'XSS', 'SQL Injection', 'LFI/RFI', 'Header Injection', 'Path Traversal']",https://github.com/pingcap/autoflow
Droidscope,local_repos/Droidscope,Yes,,"RCE, RFI","This repository provides rce, sql injection, lfi/rfi proof-of-concept with Docker deployment demonstrating web-based attack vectors.","['RCE', 'SQL Injection', 'LFI/RFI', 'Header Injection', 'Path Traversal', 'XSS']",https://github.com/decaf-project/Droidscope
nemo_go,local_repos/nemo_go,Yes,,RCE,"This repository provides rce, lfi/rfi, ssrf proof-of-concept with Docker deployment demonstrating web-based attack vectors.","['RCE', 'LFI/RFI', 'SSRF', 'Header Injection', 'XSS', 'Path Traversal', 'SQL Injection', 'Deserialization']",https://github.com/hanc00l/nemo_go
python_code_audit,local_repos/python_code_audit,No,,RCE,"This repository provides lfi/rfi, path traversal, header injection proof-of-concept demonstrating web-based attack vectors.","['LFI/RFI', 'Path Traversal', 'Header Injection', 'RCE', 'SQL Injection', 'XSS', 'Deserialization', 'SSRF']",https://github.com/MisakiKata/python_code_audit
ormar,local_repos/ormar,Yes,,"RCE, SQL Injection","This repository provides xss, lfi/rfi, rce proof-of-concept with Docker deployment demonstrating web-based attack vectors.","['XSS', 'LFI/RFI', 'RCE', 'SSRF', 'Path Traversal', 'SQL Injection', 'Deserialization', 'Header Injection']",https://github.com/collerek/ormar
golicense,local_repos/golicense,No,,RCE,"This repository provides xss, lfi/rfi, sql injection proof-of-concept demonstrating web-based attack vectors.","['XSS', 'LFI/RFI', 'SQL Injection']",https://github.com/mitchellh/golicense
dwisiswant0_apkleaks,local_repos/dwisiswant0_apkleaks,Yes,,RCE,"This repository provides header injection, sql injection, rce proof-of-concept with Docker deployment demonstrating web-based attack vectors.","['Header Injection', 'SQL Injection', 'RCE', 'SSRF', 'Path Traversal']",https://github.com/dwisiswant0/apkleaks
phpvulhunter,local_repos/phpvulhunter,No,,RCE,"This repository provides lfi/rfi, deserialization, header injection proof-of-concept demonstrating web-based attack vectors.","['LFI/RFI', 'Deserialization', 'Header Injection', 'SSRF', 'RCE', 'SQL Injection', 'Path Traversal', 'XSS']",https://github.com/OneSourceCat/phpvulhunter
